uen,name,website
199903903H,Weerong Waterproofing And Service Pte Ltd,http://weerongwaterproofing.com.sg/
199403363Z,Weeseng Hvac Technology Pte Ltd,http://weeseng.com/
199308567K,Wee Tiong (s) Pte Ltd,http://weetiong.com.sg/
200606116K,Wei Kiat Construction Pte Ltd,http://weikiat.com.ph/
199300764R,Weily Carpet Pte Ltd,http://weily.com.sg
52874718E,Wei Ya Store,http://weiya.com.sg/
198901767C,Brother International Singapore Pte Ltd,http://welcome.brother.com/s
198400126W,Gtm Aluminium Pte Ltd,http://welcome.gtmalum.com/index.html
200501147N,Techelm Technologies Pte Ltd,http://welcome.to/techelm.asia
198400168K,Vsd Engineering Enterprises Pte Ltd,http://welcome.vsdee.com/
52963613A,Well Airconditioning & Services,http://wellaircon.com.sg/
23521400X,Wendell Trading Company,http://wendell-trading.com/
200101683Z,Wenfang Enterprise Pte Ltd,http://wenfang.com.sg/
201212367W,Wenul Group Pte Ltd,http://wenul.com/
200102890E,Wesmech Engineering Pte Ltd,http://wesmech.com.sg/
201118027W,Westcon Solutions Pte. Limited,http://westconsolutions.com/
201614231G,Westcom Solutions Pte. Ltd.,http://westconsolutions.com//content/vendors/singa
199507699R,Westec Concepts Pte Ltd,http://westec.webs.com/
53069706L,Western Flora,http://westernflora.com.sg/
200400727R,Westtech Builders Pte Ltd,http://west-techbuilders.blogspot.com/
201117120Z,White Knights Security Services Pte. Ltd.,http://whiteknights.sg/
200500339R,Whites D'zigno Pte Ltd,http://whitesdz.com/
200503627N,White Tangerine Pte. Ltd.,http://whitetangerine.com.sg/
199305650G,Widos Technology (Asia Pacific) Pte Ltd,http://widostechnology.com/
201421079W,Wild Sparks Media Private Limited,http://wildsparks.sg/
199100710C,Wilhelm (s.e.a.) Pte Ltd,http://wilhelm-group.com/home.html
52991950L,Wiliyi Sculpture & Landscaping,http://wiliyi.com.sg/index.shtml
52904972D,William Security Services,http://williamsecurity.com.sg/
200102940R,Willy Air-con & Engineering Pte Ltd,http://willyac.com.sg/
200922970Z,Willy Air-con Services Pte. Ltd.,http://willyac.com.sg/
200808003K,Willy Design & Engineering Pte Ltd,http://willyde.com.sg/
197401983H,Wilson Cables Pte Ltd,http://wilson-cables.com/
200906721G,Win Win Food Singapore Pte Ltd,http://win2food.com/
200205768M,Winbleton Pte Ltd,http://winbleton.tripod.com/
201211053C,Winborne Pte. Ltd.,http://winborne.com.sg/
199002075Z,Windec Interior Pte Ltd,http://windec.com.sg/
200715359H,Winner Group (s) Pte. Ltd.,http://winnersingapore.com/
200201329H,Winstech Engineering Pte Ltd,http://winstechglobal.com/
200309801D,Winsure Supplies Pte. Ltd.,http://winsuregroup.com.sg/
199902940K,Wipeout Pest Control Services Pte Ltd,http://wipeoutpestcontrol.com.sg/
200914800K,Wise Group Private Limited,http://wisegroup.com.sg/
199801557C,Wisely 98 Pte Ltd,http://wisely98.com.sg/
201004444C,Wis Ict Pte Ltd,http://wisict.com/
201131262E,Wisma Acme Pte. Ltd.,http://wisma.com.sg/
201133226K,Witflux Engineering Pte Ltd,http://witfluxsg.wix.com/witfluxsg
201313041D,Wilson Marine & Offshore Engineering Pte. Ltd.,http://wmo.com.sg/Home.htm
196000161H,Lea Hin Company (private) Limited,http://wms.butterfly1935.com/
201319110G,Wn Engineering Private Ltd,http://wn-engr.com/
198102721M,Woodlands Transport Service Pte Ltd,http://woodlandstransport.com.sg/
201212661R,Wood Pavilion Pte Ltd,http://woodpavilion.wix.com/
199600666N,Woodwater Integrated Pte Ltd,http://woodwater.com.sg/
200916938D,Woom Projects Pte Ltd,http://woomprojects.blogspot.com/
197901618H,Wooson Singapore Pte Ltd,http://wooson.com.sg/
197903100H,USL - G&W GLOBAL PTE. LTD.,http://worldwide.reckli.com/singapore
201538332K,TR Formliners Pte Ltd,http://worldwide.reckli.com/singapore
198501975G,Worldwide Polymer Services Pte Ltd,http://worldwidepolymer.com/
201119678R,WOW KAMPUNG PTE. LTD.,http://wowkampung.com
200414199D,Wow Media Resources Pte. Ltd.,http://wowmediar.com/
201023065Z,Wrap Resources Asia Pacific Pte. Ltd.,http://wrapcws.com/
201618280E,Wse Pte. Ltd.,http://wse.sg/
T17LL0017L,WEE SWEE TEOW LLP,http://wst.com.sg/
53225333K,Wtg Pest Control,http://wtgpestcontrol.com/
200300256G,Wt Solutions Pte Ltd,http://wt-s.com
199505787D,Wuhan Construction Pte Ltd,http://wuhan.com.sg/
199803491E,Wuxing Construction Pte Ltd,http://wuxingconstruction.com/
51116900X,Boon Jie Building Construction & Trading,http://ww.boonjie.com/p/company-history.html
UN_000138,G K Architects,http://ww.gkarchitects.com.sg/
200507608E,Golden Light House Engineering Pte. Ltd.,http://ww.goldenlighthouse.com
201101024M,Work Wonders Pte. Ltd.,http://wwonders.com/page/about-us/
198902113D,01 Computer System Pte Ltd,http://www.01computer.com/
53222940A,103 East Architects,http://www.103east.sg/
53163811A,121 Scale Model,http://www.121scalemodel.com/
52993935E,133 Trading,http://www.133trading.com.sg/
201222694E,1800nopests Pte. Ltd.,http://www.1800nopests.com.sg/
200911688C,Hiap Lian Engineering Pte Ltd,http://www.1991huplian.com/
201017400N,1care Global Pte. Ltd.,http://www.1careglobal.com/
199806418H,Firstcom Engineering Pte Ltd,http://www.1comms.com/
53140972D,One Inch Square Feet Studio,http://www.1inchsqft.com.sg/
53272116X,1s Transport Services,http://www.1smovers.com.sg
200921630H,1 Supplier Pte. Ltd.,http://www.1supplier.com.sg
201221602M,1 Works Pte. Ltd.,http://www.1-works.com/
200507892D,Twenty-twenty Technology Pte Ltd,http://www.2020technology.com/
201202100W,20cube Logistics (singapore) Pte. Ltd.,http://www.20cube.com/
199905163C,21st Decor Engineering Pte Ltd,http://www.21stdecor.com.sg
201304583G,23.5 Degree G-architects Pte Ltd,http://www.235ga.com/
53226387A,Architects 23.5 Degree,http://www.235ga.com/
200612629C,2b Printing Solutions Pte. Ltd.,http://www.2bprinting.com.sg/
200805205M,2form Interior Design Pte Ltd,http://www.2form.com.sg
200500474G,2ms Pte Ltd,http://www.2ms.sg
200514077E,2nd Edition Pte Ltd,http://www.2ndedition.com.sg/
201021847Z,2pd Construction Pte Ltd,http://www.2ndphasedesign.com
53127314L,2nd Phase Design,http://www.2ndphasedesign.com/
53330668W,2wash & Detailing,http://www.2washdetailing.com/
53186465X,2woods,http://www.2woods.com
53266859J,Guitar Avenue Sg,http://www.35guitar.com/
53099798C,3a Carmats,http://www.3acarmats.com.sg/
200707215N,3c Synergy Asia Pte Ltd,http://www.3csynergy.com
53088357X,3d Archiscape Design Ii,http://www.3darchiscapedesign2.com
201019787H,3d Balloons Manufacturer Pte. Ltd.,http://www.3d-balloons.com/
198104325K,3d Industrial Electronic Pte. Ltd.,http://www.3d-electronic.com/
200311274E,3 D Innovations Enterprise Pte Ltd,http://www.3d-inno.com/
53032033M,3d Innovations,http://www.3d-interior.com.sg/
200613312E,3d Networks Singapore Pte Ltd,http://www.3dnetworks.com/
200202843W,Dassault Systemes Singapore Pte Ltd,http://www.3ds.com/
201400732Z,3 E CONCEPT PTE. LTD.,http://WWW.3ECONCEPT.SG
201101972E,3e Interior Furnishing Pte. Ltd.,http://www.3efurniture.com.sg/
200713701D,3e Group Pte. Ltd.,http://www.3egroups.com/
201209270R,3e Telecom Pte. Ltd.,http://www.3etelecom.com.sg/
201101126H,3fp Landscape Atelier Pte Ltd,http://www.3fp.com.sg/
201006432Z,3g Logistics Pte. Ltd.,http://www.3glogistics.com/
200201489Z,3h Airconditioning & Engineering Pte Ltd,http://www.3h-ac.com.sg/
199801628H,3h Decor Pte Ltd,http://www.3hdecor.com.sg
200403142H,3i Technologies Pte Ltd,http://www.3itechnologies.com/
199704945K,3k Equipment Pte Ltd,http://www.3k.com.sg
196600239N,3M Singapore Pte Ltd,http://www.3M.com.sg
200202548H,3m Technologies (s) Pte Ltd,http://www.3m.com.sg
200802267C,3m Innovation Singapore Pte Ltd,http://www.3m.com.sg/
53266185X,3pa International,http://www.3pa-international.sg/
201214571G,3P Ecotecture Pte Ltd,http://www.3pecotecture.com/home.html
200911785D,3q Construction Group Pte. Ltd.,http://www.3q.com.sg/
200605052G,3s Communication Pte. Ltd.,http://www.3s.com.sg/
200617526R,3si Pte. Ltd.,http://www.3si.com.sg/
200201242D,3s Construction Services Pte Ltd,http://www.3s-safety.com.sg/
200309695M,3s Safety Consultancy Pte Ltd,http://www.3s-safety.com.sg/
200812570Z,3 Star Tech Engineering Pte Ltd,http://www.3startecheng.com/
201325873K,3tel International Pte Ltd,http://www.3tel.com.sg/
201407926N,3v Controls And Technology Pte. Ltd.,http://www.3v.com.sg/
201205978Z,3waves Energy Pte. Ltd.,http://www.3wavesenergy.com/en/
201224031C,42 Degrees Asia Pte Ltd,http://www.42degreesasia.com/
201414402C,4 Stars Construction Pte. Ltd.,http://www.4stars.com.sg/
200415898K,5b Pte Ltd,http://www.5b.com.sg/about.html
44788500J,5 Star Properties & Management,http://www.5star-team.com/
200414653Z,5stones Pte. Ltd.,http://www.5stones.biz/
UN_000002,5torey5,http://www.5torey5.com/
201117735N,5 Ways Engineering Services Pte Ltd,http://www.5ways.com.sg/
199301790G,68 Systems & Project Engineering Pte Ltd,http://www.68spe.com.sg
200204391Z,6 Drunk Men Pte Ltd,http://www.6dm.sg/index.php
200704347Z,7 Interior Architecture Pte Ltd,http://www.7interiorarchitecture.com/
199306965N,7-network Pte Ltd,http://www.7-network.com/
201015289M,8build Pte Ltd,http://www.8build.co.uk/8build-asia
200808289G,August International Pte. Ltd.,http://www.8ipl.com.sg
200603161K,Napier Properties Pte Ltd,http://www.8napier.com/
201300504K,8 Point Marine Services Pte. Ltd.,http://www.8point.com.sg
200816239H,Expresspoint Engineering Pte. Ltd.,http://www.8point.com.sg
200103071K,Ninety Degrees Design Pte Ltd,http://www.90degreesdesign.com/
53256861C,96 Degree Interior,http://www.96-degree.com/
53210010K,9 Creation,http://www.9creation.com.sg/
201305311D,9 Creation Pte Ltd,http://www.9creation.com.sg/
200309087N,9g Elevator Pte Ltd,http://www.9g.com.sg/
201019257W,9square Solutions Pte Ltd,http://www.9square.com.sg/
201230240E,A1 Engineering Services Pte. Ltd.,http://www.a1engineering2012.com/
200907338N,A-1 Inspection (s) Pte Ltd,http://www.a-1inspection.com.sg/
201437349Z,A1 Inspection Services (s) Pte. Ltd.,http://www.a-1inspection.com.sg/
52956976X,A1 Renozone,http://www.a1renozone.com.sg/
198200238Z,A1 Stainless Steel Industries Pte Ltd,http://www.a1ss.com
198200284Z,Sin Soon Giap Metal Works Pte Ltd,http://www.a1ss.com
201317159D,A1 Training Private Limited,http://www.a1trg.com.sg/home/
200010206K,A2v Construction Services Pte Ltd,http://www.a2v.com.sg/
199201400E,Architects 61 Private Limited,http://www.a61.com.sg
200207274C,Aadvantage Consulting Group Pte. Ltd.,http://www.aadvantage-consulting.sg/
197200777G,AAF Singapore Pte Ltd,http://www.aafasia.com
201014011K,Advanced Air Industries Pte. Ltd.,http://www.aa-ind.com/
200915186M,Aa International Consultancy Pte. Ltd.,http://www.aainternational.com.sg/
200702271E,Aallianz Pte Ltd,http://www.aallianz.com/
200304178E,Aalst Chocolate Pte Ltd,http://www.aalstchocolate.com/
53175066C,Aamer Architects,http://www.aamertaher.com/
200716045E,Aamer Taher Design Studio Pte Ltd,http://www.aamertaher.com/
200908583H,Aamor Pte Ltd,http://www.aamor.com.sg
199601837M,C. H. Pump & Engineering Pte Ltd,http://www.aaproduct.com/
52984695X,Applied Air Quality,http://www.aaq.com.sg/
200208201R,Asia Asset Recovery Pte. Ltd.,http://www.aar.sg
00208201R,Asia Asset Recovery Pte Ltd,http://www.aar.sg/
199700791R,Aardwolf Pestkare (singapore) Pte Ltd,http://www.aardwolfpestkare.com/
198201116N,Aaron Accessories Pte Ltd,http://www.aaron-accessories.com
201404768H,Aaron Marine Offshore Pte. Ltd.,http://www.aaronoffshore.com/
53217582D,A & R Construction & Engineering,http://www.aaronravits.com/
200814211D,Aaron Wills & Co. Private Limited,http://www.aaronwillsco.sg/
S61SS0040C,Automobile Association Of Singapore,http://www.aas.com.sg/
199806389N,Autoswift Recovery Pte Ltd,http://www.aas.com.sg/
200107022D,Aasperon (s) Manpower Pte Ltd,http://www.aasperon.com/
199506200H,Asian Access Networks Pte Ltd,http://www.aat.sg/
200503548R,Aat Training Hub Pte. Ltd.,http://www.aattraininghub.com/
201223865D,Aaxonn Pte. Ltd.,http://www.aaxonn.com/
197900601D,Abacus Corporation Pte Ltd,http://www.abacuscorp.com.sg/
200808602G,Abacus Property Management Pte Ltd,http://www.abacuspty.sg/
198900256H,Abacus Travel Systems Pte Ltd?,http://www.abacus-travel.com/
52964050C,Abb Electrical Contractors,http://www.abb.com.sg/
197000334W,Abb Pte Ltd,http://www.abb.com/sg
200613475H,Abba Office Solution Pte Ltd,http://www.ABBAOFS.COM.SG
S70UF0060F,Abbott Laboratories - Global Information Services,http://www.abbott.com.sg/
197000079Z,Abbott Laboratories (singapore) Private Limited,http://www.abbott.com.sg/
200818033G,Abc Hostel Pte. Ltd.,http://www.abchostel.com.sg/
198301650R,Ah Boon Civil Engineering & Building Contractor Pte Ltd,http://www.abc-js.com/
200513622W,A+b Edu Tours And Travel,http://www.abedutours.com.sg/
199608411W,Abeille D'or (singapore) Pte Ltd,http://www.abeilledor.sg/
201221535H,Abeinsa Bd Asia Pacific Pte Ltd,http://www.abeinsa.com/web/en/
200408906Z,Norsafe Singapore Pte. Ltd.,http://www.abemarine.com/
199105448E,Aberdeen Asset Management Asia Limited,http://www.aberdeen-asia.com/
199505405R,A Best Security Management Pte Ltd,http://www.abestsecurity.com.sg/
198901084M,A & B Films Pte Ltd,http://www.abfilm.com/
201306287Z,A-bide Safety Solutions Pte. Ltd.,http://www.a-bide.com/
200009785D,Abj Pte Ltd,http://www.abj.com.sg
197401086K,Abk Pte Ltd,http://www.abk.com.sg
200103058C,Able Resources Engineering Pte Ltd,http://www.ableresources.com.sg/
200203197Z,Ablerex Electronics (s) Pte Ltd,http://www.ablerex.com.sg/
199406327C,Abletron Pte Ltd,http://www.abletron.com/
200102100H,Acute Building Materials Pte Ltd,http://www.abm.com.sg/
200720423R,Abm Construction Pte Ltd,http://www.abmconstruction.com.sg/
200901932W,Asiabuild Metal Engineering Pte Ltd,http://www.abmetal.com.sg/
200300698W,Abp Pte Ltd,http://www.abprx.com.sg/
53171732A,Abm Consultants,http://www.abrahamlow.com.sg/
200204650C,Abrahamlow Llc,http://www.abrahamlow.com.sg/
199000879G,Abrasive Engineering Pte Ltd,http://www.abrasiveengineering.com.sg/
200303486D,Abraweld (s) Pte. Ltd.,http://www.abraweld.com.sg/
201015863H,Abs Hings Building Products Pte Ltd,http://www.absbldg.com
198501392M,Abs Bowling Pte Ltd,http://www.absbowl.com.sg/
200908944G,A & B Scaffold Engineering Pte Ltd,http://www.abscaffold.com
199401654H,Abs Consulting (s) Pte Ltd,http://www.absconsulting.com/abscoffices/showdetai
S72FC2230F,Absg Consulting Inc.,http://www.abs-group.com/
198701092R,Abs - Kimsign (singapore) Pte. Ltd.,http://www.abskim.com/about.htm
198302047H,Kimsign-abs Pte Ltd,http://www.abskim.com/contact.htm
198301895K,A B S Model (s) Pte Ltd,http://www.absmodel.com.sg/
201012023M,Absolook Interior Design Pte Ltd,http://www.absolookid.com.sg/
201224086Z,Absolute Av Pte. Ltd.,http://www.absoluteav.sg/about-absolute-av.html
200804701E,Absolute Granite (s) Pte Ltd,http://www.absolutegranite.com.sg/
200102574Z,Absolute Kinetics Consultancy Pte Ltd,http://www.absolutekinetics.com/
200304458D,Absolute Maintenance Services Pte Ltd,http://www.absolute-ms.com.sg
201213701K,@bsolute Solutions Pte Ltd,http://www.absolutesolutions.com.sg
201105804H,Absolut Outdoors Pte Ltd,http://www.absolutoutdoors.com/
201317264R,Absolut Properties Pte Ltd,http://www.absolutprop.com/
200208260C,Absotech Pte Ltd,http://www.absotech.com.sg/
S93FC4653E,"Abs Quality Evaluations, Inc.",http://www.abs-qe.com/
200509905H,Abtus Singapore Pte Ltd,http://www.abtussingapore.com/
199003336Z,Abv Systems Pte Ltd,http://www.abv.com.sg
198400046H,Abv Technology Pte Ltd,http://www.abv.com.sg
200312175W,Academies Australasia College Pte. Limited,http://www.aca.edu.sg/
200820137M,Aca Cabins Pte Ltd,http://www.acacabins.com.sg/
199407959E,Acacia Piling Pte Ltd,http://www.acacia.com.sg/
200206758R,Acacia Fabrics Pte Ltd,http://www.acaciafabrics.com/
200311563E,Acacia Paper Products Private Limited,http://www.acaciapaper.com.sg
200613764H,Joe Green Panel Pte Ltd,http://www.acacio.biz
201102380E,Acad Pte Ltd,http://www.acad.com.sg
200411770W,Axclusive Living Pte Ltd,http://www.acanthus.com.sg
199800436N,Acanthus Collection Pte Ltd,http://www.acanthus.com.sg/
198600936N,Aca Pacific Technology (singapore) Pte. Ltd.,http://www.acapacific.com.sg/
197501877H,Accenture Pte Ltd,http://www.accenture.com/
200806463M,Accentury Pte Ltd,http://www.accentury.com.sg
200604958G,Access Communications Pte. Ltd.,http://www.accesscoms.com.sg
201019388C,Access Concept Pte Ltd,http://www.accessconcept.com/
52874759B,Access Office Systems (s) Pte Ltd,http://www.accessofficesystems.com/
199902219H,Access Precision Tools Pte Ltd,http://www.accessprecisiontools.com/
199700515H,Access Professional Singapore Pte Ltd,http://www.accessprofessional.com/
199802637G,Accesstech Engineering Pte Ltd,http://www.accesstech.com.sg/
201112496R,Accise Asia Pacific Pte. Ltd.,http://www.accise-asia.com/ContactUs.php
198204786Z,Acclaim Insurance Brokers Pte. Ltd.,http://www.acclaim.com.sg/
200910436K,ACCLIVIS TECHNOLOGIES AND SOLUTIONS PTE. LTD.,http://www.acclivis.com.sg/
199907079W,Acclivus Technology (s) Pte Ltd,http://www.acclivustech.com/
199001019K,Acco Brands Asia Pte Ltd,http://www.accobrandsasia.co
201019360H,Accolade Safety Pte. Ltd.,http://www.accolade.com.sg/
199905679M,AC Consortium Pte Ltd,http://www.acconsortium.com.sg
201202711H,Mmf Timber Hub Pte Ltd,http://www.accoya.com
200503925R,Accredit Hr Consultancy Pte Ltd,http://www.accredit.sg/
201532684C,Accuracy Pte. Ltd.,http://www.accuracy.com/
200805535N,Accusafe Pte. Ltd.,http://www.accusafe.com.sg/
53234990C,A C Decor,http://www.acdecor.com.my/home/
201428797W,Active Creation Design Pte. Ltd.,http://www.acdesign.com.sg
198203952K,Automation & Computer Engineering Pte Ltd,http://www.ace.com.sg/
200703019D,American Center For Education Pte. Ltd.,http://www.ace.edu.sg/
201100854K,Ace 1 Auto Accessories Pte Ltd,http://www.ace1auto.com.sg/
199500054H,Ace Acres Pte Ltd,http://www.aceacres.com/
200821954W,Ace Architects & Associates,http://www.acearch.com.sg/
52863516J,Ace Archery,http://www.ace-archery.com.sg/
200510063D,Ace Armadillo Pte Ltd,http://www.ace-armadillo.com/
T10UF3340E,Ace Body Corporate Management Pte Ltd,http://www.acebodycorp.com.au/
199304646D,Acecom Technologies Pte Ltd,http://www.acecom.com.sg/
201103199D,Ace Ehs Singapore Pte Ltd,http://www.aceehss.com/
197702298C,Ace Equipment (1985) Pte Ltd,http://www.aceequipment.com.sg/
201428375M,Ace Infrastructure Pte. Ltd.,http://www.aceinfra.com/
200901138G,Ace Integrated & Supplies Pte. Ltd.,http://www.aceintegra.com/
201225982D,Ace Kegan Pte. Ltd.,http://www.acekegan.com.sg/
199407388E,Acellence Resources Pte Ltd,http://www.acellence.com/
198500994E,Ace Marketing Service Pte Ltd,http://www.acemarketing.com.sg/
200903646D,Acemech Services Pte Ltd,http://www.acemech.com.sg
32970700X,Ace-men Renovation & Trading,http://www.ace-men.com/
199406136N,Acepac International (s) Pte Ltd,http://www.acepac.com.sg/
200907828N,Ace Peripherals Pte Ltd,http://www.aceperipherals.com/
52804031J,Ace Plumbing Services,http://www.aceplumbing.com.sg/
201026577R,Acepro Security Consultancy Pte. Ltd.,http://www.acepro.com.sg/
198900819W,Ace Quality Testing & Inspection Services Pte Ltd,http://www.acequality.com/
199005825C,Acer Computer (singapore) Pte Ltd,http://www.acer.com.sg/
199404043G,Acerinox (sea) Pte Ltd,http://www.acerinox.com/
T11SS0104B,A-certs,http://www.acerts.org.sg/
200312460N,Acertus Pharma Pte Ltd,http://www.acertuspharma.com/
S71SS0040F,Association Of Consulting Engineers Singapore,http://www.aces.org.sg/
201012621W,Ace Servtech Pte. Ltd.,http://www.aceservtech.com.sg/
53017315L,Ace-tone Solutions,http://www.acetone-solutions.com/
201500771D,Ace Training Hub Pte. Ltd.,http://www.acetraininghub.com/
199300382C,Ace Electronic Systems Pte Ltd,http://www.acetrons.com/
200900004N,Ace-weld Pte. Ltd.,http://www.ace-weld.com.sg/
197300464C,Ace Pressureweld Int'l (pte) Ltd,http://www.aceweld.com/
200304023M,Acez Instruments Pte Ltd,http://www.acez.com.sg/
200304023N,ACEZ INSTRUMENTS PTE. LTD.,http://www.acez.com.sg/
200516564E,Acez Sensing Pte Ltd,http://www.acezsensing.com/
201219195Z,Acg Holdings Pte Ltd,http://www.acgcompanies.com.sg/
199503324D,Ang Cheng Guan Construction Pte Ltd,http://www.acgcompanies.com.sg/
201204977M,Acg Interior And Exhibition Pte Ltd,http://www.acg-interior.com.sg/
199608625D,Achech Valve Singapore Pte Ltd,http://www.achechval.com/
199604363D,Achieva Technology Pte Ltd,http://www.achieva.com.sg/
200803799K,Achieva Vending Pte. Ltd.,http://www.achievavending.com/
201301404M,Achieve Safety Training Pte Ltd,http://www.achievesafetytraining.com/
199803065M,Aci Xinxing Industries (s) Pte Ltd,http://www.aciind.com
200909669Z,The Architects Circle Pte Ltd,http://www.acircle.com.sg/
200710982R,Ackron International Pte Ltd,http://www.ackron.com.sg/
199504958H,Acla Pte Ltd,http://www.acla.com.sg/
201229440D,A-class Aircon Management Pte Ltd,http://www.aclass.com.sg/
200105356R,ACL Construction (s) Pte Ltd,http://www.aclconstruction.com.sg
196800457N,Acma Engineers Pte Ltd,http://www.acmagroup.com/
196500233E,Acma Ltd,http://www.acmaltd.com/
198104895M,Acme Equipment Pte Ltd,http://www.acme.com.sg
200600441Z,Acme Associates Pte Ltd,http://www.acme-associates.com
201003825H,Acme One Pte. Ltd.,http://www.acme-associates.com
200812012M,Acmeca Cooling System & Engineering Pte. Ltd.,http://www.acmeca.com.sg/
199801960R,Acmech Engineering Pte Ltd,http://www.acmech.com.sg/
198003850G,Acme Chemicals (far East) Pte Ltd,http://www.acmechem.com.sg
199409193G,Acme Paving Consultants Pte Ltd,http://www.acmepaving.com.sg/
199409065R,Acme Pump (asia) Pte Ltd,http://www.acmepump.com/distributors.asp
197702588M,Acmes-kings Corporation Pte Ltd,http://www.acmes.com.sg
197900527Z,Acmes-power Building Services Pte Ltd,http://www.acmes.com.sg/
53061009D,Acmetal Engineering,http://www.acmetal.com.sg
201502756E,Acms Facilities Management Pte. Ltd.,http://www.acmsfacilities.com.sg/
201401958R,Acom Asian Resources Pte. Ltd.,http://www.acom.com.sg/
200515140C,ACONEX (SINGAPORE) PTE. LTD.,http://www.aconex.com/
200808240W,Automatic Controls And Instrumentation Pte Ltd,http://www.a-control.com.sg
200311031M,Acoustic & Lighting System Pte Ltd,http://www.acousticlighting.com/
200911216M,Acousti-teq Asia Pte. Ltd.,http://www.acousti-teq.net/
198802408E,Acp Metal Finishing Pte Ltd,http://www.acpanode.com.sg/
200715323E,Acp Computer Training School Pte. Ltd.,http://www.acpcomputer.edu.sg/
200612960W,A C Pest Management Pte Ltd,http://www.acpest.com.sg/
199302505N,Acp Construction Pte Ltd,http://www.acplcpl.com
199502616Z,Acr Engineering (s) Pte Ltd,http://www.acr.com.sg/
53192018J,A Craft Initiative,http://www.acraftinitiative.com/
198400649H,Acre Engineering Pte Ltd,http://www.acre.com.sg
199300007K,Acro-asia Resources Pte Ltd,http://www.acro-asia.com/
198103784W,Acromec Engineers Pte Ltd,http://www.acromec.com.sg
FOR_000210,Pt Acset Indonusa,http://www.acset.co/
53223633E,Anglo-chinese (independent),http://www.acsindep.moe.edu.sg
201102545W,Acs Process Control Pte. Ltd.,http://www.acsprocess.com/
201023737E,Acsr Certification Pte Ltd,http://www.acsregistrars.com/
52909752D,Achieva Training,http://www.act.com.sg/
200719003C,Action Teams Pte. Ltd.,http://www.actionteams.com.sg
200617513K,Activ Technology Pte Ltd,http://www.activ.com.sg
201404242E,Activecool Fashion Private Limited,http://www.activecoolfashion.com/
53029364A,Active Creation Interior,http://www.activecreationinterior.com/
200102167C,Active Fire Protection Systems Pte Ltd,http://www.activefire.com.sg/
200910659W,Active Fire Service Maintenance Pte Ltd,http://www.activefire.com.sg/
201315332W,ACTIVE GLOBAL RESPITE CARE,http://www.activeglobalcaregiver.sg/
201216223N,ACTIVEO SINGAPORE PTE. LTD.,http://www.activeo.com/en/
200513030C,Active Pest Control Pte Ltd,http://www.activepestcontrol.com.sg/
201411787M,Active Synergy Training & Consultancy Pte. Ltd.,http://www.activesynergy.com.sg/
201003695H,Activistar Pte Ltd,http://www.activistar.com/
200101976D,Actnet Technologies Pte Ltd,http://www.actnettech.com/
200909543N,Advanced Chrome Technology Pte. Ltd.,http://www.actpl.com.sg/
200103174W,Actsys Process Management Consultants Pte Ltd,http://www.actsys.com/
199907795C,Acu (1955) Contract Pte Ltd,http://www.acu.com.sg/
52973310B,A-cube Microsystems,http://www.a-cubemicrosystems.com/
200100741E,Aculearn Pte Ltd,http://www.aculearn.com/
201005466E,Acumen Research Laboratories Pte Ltd,http://www.acumen-research.com/
201323043D,Ac Vision Design Pte. Ltd.,http://www.acvision.com.sg/
201300893W,Acxodus Pte. Ltd.,http://www.acxodus.com/
200704764K,Ada Builders Pte Ltd,http://www.ada.com.sg/
200808165D,Adalo Technology Pte Ltd,http://www.ADALO.sg
199700807C,Adamas Bathroom Pte Ltd,http://www.adamasbathroom.com/
200714744D,Hsen Global Pte. Ltd.,http://www.adamevestyle.com/
197900079M,Adampak Limited,http://www.adampak.com/singapore.html
199707772R,Adan Marble Granit Pte Ltd,http://www.adanmarble.com/
199801437C,Adaptive Control Systems Pte Ltd,http://www.adaptive.com.sg/
201011631N,Adaxial Pte. Ltd.,http://www.adaxialpteltd.com/
199409164Z,Advance Canvas Industries Pte Ltd,http://www.adcanvas.com.sg/
201721070K,AD CREATE PTE. LTD.,http://www.adcreate.com.sg/
199900008D,Adda Fan & Motor (s) Pte Ltd,http://www.adda.com.tw/
200611672M,Adder Technology (asia Pacific) Pte Ltd,http://www.adder.com/
199700427H,Addison Institute Pte. Ltd.,http://www.addison.edu.sg/
199205090G,Addon Systems Pte Ltd,http://www.addonsystems.net/
200302660E,Add-plus International Pte Ltd,http://www.addplus.com.s
199408054R,Add-plus Electronic Pte Ltd,http://www.addplus.com.sg/
199501654M,Adds Technologies Pte Ltd,http://www.adds.com.sg/
201401984K,Add Space Interior Pte. Ltd.,http://www.addspace.com.sg/
199400459W,Addvalue Communications Pte Ltd,http://www.addvaluetech.com/
198500164K,Adecco Personnel Pte Ltd,http://www.adecco.com.sg/
200509447H,Adecco Corporation Pte Ltd,http://www.adeccocorporation.com/
T05LL0748A,Adelmo Llp,http://www.adelmo.com.sg/
197700631N,Ademco (far East) Pte Ltd,http://www.ademcosecurity.com/
S95FC5060L,Adept Technology International Ltd,http://www.adept.com
200512234W,Ades Engineering Pte Ltd,http://www.ades.com.sg/
198502270G,Adiwarna Industries Pte Ltd,http://www.adewarna.com
198004891E,Adex Zonex Pte Ltd,http://www.adexzonex.com
200601197C,Hazama Ando Singapore Pte. Ltd.,http://www.ad-hzm.com.sg/
200907058R,A.d.i. Construction & Engineering Pte Ltd,http://www.adiengineeringllp.com/
